Player,Control,Defense,Impact,Offense,Scoring
Jake Layman,0.6111111111111112,110.23156139017588,0.019389711629334925,100.31748266363846,0.4402726973804311
T.J. Leaf,1.0,105.44601783664774,0.015085039117879458,108.60865241488267,0.5010354526402605
Courtney Lee,3.0,115.27190745116587,0.005314688317852515,140.3914551342825,0.556324846719356
Damion Lee,1.5384615384615385,109.15332540231344,0.019001756630224284,105.47657169741515,0.46211922418464985
Alex Len,0.9523809523809523,106.85623181386397,0.03600391778078434,110.3240598608531,0.5316466417537917
Kawhi Leonard,1.540983606557377,100.25073775618911,0.08685874671058219,109.01368243380387,0.4956458642925866
Meyers Leonard,1.1666666666666667,110.5283296070546,0.03390749606740951,117.36553339070699,0.5010037662520542
Caris LeVert,1.1612903225806452,111.9487716069758,0.020455617975422776,93.0610410267794,0.4267190055215419
Damian Lillard,2.5873015873015874,109.18653281902613,0.11821646708538545,122.69871678261138,0.5240312324311499
Nassir Little,0.8888888888888888,107.06774291536965,0.011991335417273546,102.76062891547215,0.4806873009893417
Kevon Looney,0.5,107.91237694515469,0.0012368007274110484,86.54691452322548,0.40722661370888485
Brook Lopez,1.3636363636363635,101.48991683111927,0.04203277048583384,107.16798986921187,0.4479371999285013
Robin Lopez,0.5862068965517241,106.7967386834288,0.013943563286166033,98.18157742638529,0.4411622539507997
Kevin Love,0.9615384615384616,108.36662650669483,0.08330019771070984,107.85259777082399,0.4567152054247248
Kyle Lowry,2.1842105263157894,112.75220533855115,0.04800786171821491,116.73748673185979,0.4827603071885809
Timothé Luwawu-Cabarrot,0.0,118.01938825824044,-0.0004520578558104481,41.3472127599404,0.24808327655964243
Trey Lyles,1.6111111111111112,107.97716799896052,0.03622236637161004,109.91563398143312,0.47032595826188256
Daryl Macon,0.5,120.00031966162172,-0.00022307563202243107,64.76386019177451,0.22850863837611268
Josh Magette,0.6666666666666666,94.55308118089614,0.0008122211555963725,65.6616004979126,0.32811350254175553
Ian Mahinmi,0.6666666666666666,107.24077026215097,0.002899356766216239,122.97954371728413,0.6026951165546455
